type,module,functionBoundaryOwner,line,column,snippet
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,463,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,561,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,refreshOrientationLayout,4540,831,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientationLayout);if(window.ResizeObserver&&els.stage)new ResizeObserver(()=>scheduleStableResize(40,true)).observe(els.stage);document.addEventListener('visibilitychange',()=>{if(!document.hidden)refreshOrientationLayout();});"
addEventListener,25-render-init-resize-position-collision.js,savePlayerPosition,4564,10,"window.addEventListener('pagehide',()=>{if(running)savePlayerPosition(true);else commitState();});"
addEventListener,25-render-init-resize-position-collision.js,savePlayerPosition,4565,10,"window.addEventListener('beforeunload',()=>{if(running)savePlayerPosition(true);else commitState();});"
addEventListener,25-render-init-resize-position-collision.js,savePlayerPosition,4566,12,"document.addEventListener('visibilitychange',()=>{if(document.visibilityState==='hidden'){if(running)savePlayerPosition(true);else commitState();}});"
onclick,28-multiplayer-social-online.js,bindChallengeCards,4991,102,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.dataset.declineSocial));$$('[data-play-session]',root).forEach(btn=>btn.onclick=()=>{const s=gameSessions.get(btn.dataset.playSession);if(s)launchSessionWithCountdown(s);});}"
onclick,28-multiplayer-social-online.js,bindChallengeCards,4991,221,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.dataset.declineSocial));$$('[data-play-session]',root).forEach(btn=>btn.onclick=()=>{const s=gameSessions.get(btn.dataset.playSession);if(s)launchSessionWithCountdown(s);});}"
onclick,28-multiplayer-social-online.js,bindChallengeCards,4991,338,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.dataset.declineSocial));$$('[data-play-session]',root).forEach(btn=>btn.onclick=()=>{const s=gameSessions.get(btn.dataset.playSession);if(s)launchSessionWithCountdown(s);});}"
onclick,28-multiplayer-social-online.js,bindChallengeCards,4991,455,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.dataset.declineSocial));$$('[data-play-session]',root).forEach(btn=>btn.onclick=()=>{const s=gameSessions.get(btn.dataset.playSession);if(s)launchSessionWithCountdown(s);});}"
onclick,28-multiplayer-social-online.js,bindChallengeCards,4991,572,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.dataset.declineSocial));$$('[data-play-session]',root).forEach(btn=>btn.onclick=()=>{const s=gameSessions.get(btn.dataset.playSession);if(s)launchSessionWithCountdown(s);});}"
onclick,28-multiplayer-social-online.js,openChallengePicker,4995,622,"function openChallengePicker(uid,name){openModal(`Desafiar ${name}`,`<p>Escolha o jogo. O outro jogador receberá um cartão na tela com <b>Aceitar e jogar</b>.</p><div class=""challenge-picker""><button data-challenge-type=""math""><span>🔢</span><b>Matemática Kids</b><small>Contagem, soma e lógica</small></button><button data-challenge-type=""portuguese""><span>📚</span><b>Português Kids</b><small>Letras, sílabas e palavras</small></button><button data-challenge-type=""english""><span>🌎</span><b>English Kids</b><small>Imagens, sons e palavras</small></button></div>`,root=>{$$('[data-challenge-type]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;btn.classList.add('sending');const result=await window.OTTHOS_RTDB?.sendGameChallenge?.(uid,btn.dataset.challengeType,highestUnlockedLevel(btn.dataset.challengeType),name);if(result?.ok){toast(`Convite enviado para ${name}. Aguardando resposta.`,'good',2600);closeModal();}else{btn.disabled=false;btn.classList.remove('sending');toast(result?.e"
onclick,28-multiplayer-social-online.js,startMultiplayerEducationGame,4997,1120,"function startMultiplayerEducationGame(session){if(!session||session.status!=='active'){toast('Esta partida ainda não está pronta.','warn');return;}if(activeMultiplayerGameId&&activeMultiplayerGameId!==session.id){toast('Termine a partida atual.','warn');return;}activeMultiplayerGameId=session.id;closeChallengePrompt();runEducationGame({subject:session.type,level:Number(session.level||1),seed:Number(session.seed)||Date.now(),rounds:Number(session.rounds||5),multiplayer:true,opponent:sessionOpponentName(session),onFinish:async result=>{state.learning.multiplayerPlayed=(state.learning.multiplayerPlayed||0)+1;const ok=await window.OTTHOS_RTDB?.submitGameResult?.(session.id,result);saveState(true);openModal(ok?'Resultado enviado':'Resultado salvo no aparelho',`<div class=""lesson-result""><div>${ok?'⏳':'⚠️'}</div><h3>${result.score}/${result.total}</h3><p>${ok?`Aguardando ${escapeHtml(sessionOpponentName(session))} terminar.`:'A conexão caiu. Abra Online para reenviar ou jogar novamente.'}</"
onclick,28-multiplayer-social-online.js,maybeShowMultiplayerResult,4998,1305,"function maybeShowMultiplayerResult(session){const players=Object.values(session.players||{}),uid=window.OTTHOS_RTDB?.uid;if(players.length<2||!players.every(p=>p.finished))return;if(!session.result){window.OTTHOS_RTDB?.finalizeGameSession?.(session.id);return;}const mine=session.players?.[uid],other=Object.entries(session.players||{}).find(([id])=>id!==uid)?.[1],entry=rememberMatchResult(session),won=!session.result.draw&&session.result.winnerUid===uid,draw=!!session.result.draw;if(entry&&!entry.rewarded&&won){entry.rewarded=true;state.learning.multiplayerWins=(state.learning.multiplayerWins||0)+1;addCoins(80);addXP(60);}saveState(true);if(shownGameResults.has(session.id))return;shownGameResults.add(session.id);openModal(draw?'Empate!':won?'Você venceu!':`${session.result.winnerName||'Adversário'} venceu`,`<div class=""duel-result""><div>${draw?'🤝':won?'🏆':'🎮'}</div><h3>${mine?.score||0} × ${other?.score||0}</h3><p><b>Vencedor registrado:</b> ${escapeHtml(draw?'Empate':session.result.wi"
onclick,28-multiplayer-social-online.js,maybeShowMultiplayerResult,4998,1354,"function maybeShowMultiplayerResult(session){const players=Object.values(session.players||{}),uid=window.OTTHOS_RTDB?.uid;if(players.length<2||!players.every(p=>p.finished))return;if(!session.result){window.OTTHOS_RTDB?.finalizeGameSession?.(session.id);return;}const mine=session.players?.[uid],other=Object.entries(session.players||{}).find(([id])=>id!==uid)?.[1],entry=rememberMatchResult(session),won=!session.result.draw&&session.result.winnerUid===uid,draw=!!session.result.draw;if(entry&&!entry.rewarded&&won){entry.rewarded=true;state.learning.multiplayerWins=(state.learning.multiplayerWins||0)+1;addCoins(80);addXP(60);}saveState(true);if(shownGameResults.has(session.id))return;shownGameResults.add(session.id);openModal(draw?'Empate!':won?'Você venceu!':`${session.result.winnerName||'Adversário'} venceu`,`<div class=""duel-result""><div>${draw?'🤝':won?'🏆':'🎮'}</div><h3>${mine?.score||0} × ${other?.score||0}</h3><p><b>Vencedor registrado:</b> ${escapeHtml(draw?'Empate':session.result.wi"
onclick,28-multiplayer-social-online.js,bindOnlinePlayerCards,5004,102,"function bindOnlinePlayerCards(root=els.modalBody){$$('[data-online-player]',root).forEach(btn=>btn.onclick=()=>{const uid=btn.dataset.onlinePlayer,ghost=world.ghosts.get(uid);if(ghost)openRemotePlayerActions(uid,ghost);});}"
onclick,28-multiplayer-social-online.js,openSocialHub,5014,55,"$$('[data-approved-chat]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;const result=await window.OTTHOS_RTDB?.sendChat?.(btn.dataset.approvedChat);btn.disabled=false;if(result===false||result?.ok===false)toast(result?.error||'A frase não pôde ser enviada.','warn');});"
onclick,28-multiplayer-social-online.js,openSocialHub,5015,40,"$('[data-clear-local-chat]',root).onclick=()=>{state.social.chatHiddenBefore=Date.now();cloudChat.length=0;saveState(true);refreshOpenSocialHub();toast('Histórico ocultado neste aparelho.','good');};"
onclick,28-multiplayer-social-online.js,openReportPlayer,5023,55,"$$('[data-report-reason]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;const result=await window.OTTHOS_RTDB?.reportPlayer?.(uid,btn.dataset.reportReason);if(result?.ok===false||result===false){btn.disabled=false;toast(result?.error||'Não foi possível enviar a denúncia.','warn');return;}closeModal();toast('Denúncia registrada. Um responsável pode também bloquear esse jogador.','good',3000);});"
onclick,28-multiplayer-social-online.js,openReportPlayer,5024,37,"$('[data-report-cancel]',root).onclick=closeModal;"
onclick,28-multiplayer-social-online.js,openRemotePlayerActions,5031,1637,"openModal(name,`<p>Interaja com este jogador em tempo real. Ações conjuntas só começam depois que ele aceitar.</p><div class=""choice-grid remote-social-grid""><button class=""choice"" data-player-action=""wave""><b>👋 Acenar</b><span>Saudação imediata</span></button><button class=""choice"" data-player-action=""dance""><b>🕺 Dançar juntos</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""play""><b>🎈 Brincar</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""highfive""><b>🙌 Toca aqui</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""hug""><b>🤗 Abraçar</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""selfie""><b>📸 Selfie</b><span>Requer aceite</span></button>${cooperative}<button class=""choice"" data-player-action=""giftCoins""><b>🪙 Símbolo de moedas</b><span>Gesto simbólico, sem transferir saldo</span></button><button class=""choice"" data-player-action=""giftCrystal""><b>💎 Símbolo de c"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5064,10,"window.addEventListener('otthos:mp-status',e=>{multiplayerState={...multiplayerState,...e.detail};state.multiplayer.cloudReady=!!multiplayerState.connected;if(e.detail?.uid)state.multiplayer.cloudUid=e.detail.uid;if(e.detail?.room)state.multiplayer.room=normalizeRoomId(e.detail.room);if(Array.isArray(e.detail?.players)){remotePresence.clear();e.detail.players.filter(p=>p.uid!==window.OTTHOS_RTDB?.uid&&!window.OTTHOS_RTDB?.isPlayerBlocked?.(p.uid)).forEach(p=>remotePresence.set(p.uid,{...p,name:remotePlayerName(p.name,p.uid)}));}updateMultiplayerBadge();refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5065,10,"window.addEventListener('otthi:guardian-settings',e=>{state.guardian={...state.guardian,...(e.detail||{})};if(!guardianCommunicationAllowed())closeChallengePrompt();if(!guardianMultiplayerAllowed()){for(const ghost of world.ghosts.values())scene?.remove(ghost);world.ghosts.clear();remotePresence.clear();}saveState();updateOnlineAttention();updateMultiplayerBadge();refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5066,10,"window.addEventListener('otthos:mp-player',e=>remotePlayerEvent(e.detail));"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5067,10,"window.addEventListener('otthos:mp-leave',e=>{const id=e.detail?.uid;remotePresence.delete(id);if(player.boat.passengerUid===id)player.boat.passengerUid='';if(player.car.passengerUid===id)player.car.passengerUid='';const ghost=world.ghosts.get(id);if(ghost){scene?.remove(ghost);world.ghosts.delete(id);}multiplayerState.count=Math.max(1,remotePresence.size+1);updateMultiplayerBadge();refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5068,10,"window.addEventListener('otthos:cloud-profile',e=>mergeCloudProgress(e.detail?.progress));"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5069,10,"window.addEventListener('otthos:campfires-cloud',e=>{pendingCloudCampfires=e.detail||{};applyCloudWorldObjects();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5070,10,"window.addEventListener('otthos:extensions-cloud',e=>{pendingCloudExtensions=e.detail||{};applyCloudWorldObjects();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5071,10,"window.addEventListener('otthos:houses',e=>{cloudHouses.clear();for(const [id,data] of Object.entries(e.detail||{}))cloudHouses.set(id,data);reconcileCloudHouses();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5072,10,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.createdAt||0));while(cloudChat.length>60)cloudChat.shift();refreshOpenSocialHub();if(m.senderUid!==window.OTTHOS_RTDB?.uid)toast(`${m.name}: ${m.text}`,'good',2200);});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5073,10,"window.addEventListener('otthos:chat-removed',e=>{const id=e.detail?.id,index=cloudChat.findIndex(m=>m.id===id);if(index>=0)cloudChat.splice(index,1);refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5074,10,"window.addEventListener('otthos:gift',e=>{const gift=e.detail;if(!guardianCommunicationAllowed()||!gift)return;if(!((gift.type==='coins'&&Number(gift.amount)===10)||(gift.type==='crystal'&&Number(gift.amount)===1)))return;toast('🎁 Você recebeu um presente simbólico!','good',2600);});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5075,10,"window.addEventListener('otthos:interaction',e=>{const it=e.detail;if(!guardianCommunicationAllowed()||!it)return;const sender='Outro jogador';"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5086,10,"window.addEventListener('otthos:social-request',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const r={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingSocialRequests.set(r.id,r);updateOnlineAttention();refreshOpenSocialHub();if(r.status==='pending'&&Number(r.expiresAt||0)>Date.now()){showIncomingSocialRequest(r);if(!shownSocialToasts.has(r.id)){shownSocialToasts.add(r.id);toast(`🤝 ${r.fromName} quer ${socialActionLabel(r.actionType)}.`,'good',3000);}}else if(promptSocialRequestId===r.id)closeChallengePrompt();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5087,10,"window.addEventListener('otthos:social-request-removed',e=>{incomingSocialRequests.delete(e.detail?.id);if(promptSocialRequestId===e.detail?.id)closeChallengePrompt();updateOnlineAttention();refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5089,10,"window.addEventListener('otthos:challenge',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const c={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingChallenges.set(c.id,c);updateOnlineAttention();refreshOpenSocialHub();if(c.status==='pending'){showIncomingChallengePrompt(c);if(!shownChallengeToasts.has(c.id)){shownChallengeToasts.add(c.id);toast(`⚔️ ${c.fromName} enviou ${multiplayerGameLabel(c.type)}!`,'good',3400);}}});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5090,10,"window.addEventListener('otthos:challenge-removed',e=>{incomingChallenges.delete(e.detail?.id);updateOnlineAttention();refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5091,10,"window.addEventListener('otthos:game-session',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const s=sanitizeRemoteSession(incoming);gameSessions.set(s.id,s);updateOnlineAttention();refreshOpenSocialHub();if(s.status==='active'){const mine=s.players?.[window.OTTHOS_RTDB?.uid];if(!mine?.finished&&!activeMultiplayerGameId)showReadySessionPrompt(s);}if(s.status==='active'||s.status==='completed')maybeShowMultiplayerResult(s);});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5092,10,"window.addEventListener('otthos:game-session-removed',e=>{gameSessions.delete(e.detail?.id);updateOnlineAttention();refreshOpenSocialHub();});"
addEventListener,28-multiplayer-social-online.js,remotePlayerEvent,5093,10,"window.addEventListener('otthos:rtdb-ready',async()=>{try{const guardian=await window.OTTHOS_RTDB?.getGuardianSettings?.();if(guardian&&typeof guardian==='object')state.guardian={...state.guardian,...(guardian.settings||guardian)};}catch{}if(!guardianMultiplayerAllowed()){window.OTTHOS_RTDB?.disconnect?.();return;}if(running||hasValidPlayerName()){const ok=await window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()});if(ok){window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);window.OTTHOS_RTDB?.syncHouseExtensions?.(state.houseExtensions);}}});"
addEventListener,28-multiplayer-social-online.js,initLocalMultiplayer,5096,381,"if(typeof BroadcastChannel==='function'){localChannel=new BroadcastChannel('otthos-life-world-v636');localChannel.onmessage=e=>{const data=e.data;if(!data||data.id===state.profile.playerId)return;if(data.type==='leave'){const ghost=world.ghosts.get(data.id);if(ghost){scene.remove(ghost);world.ghosts.delete(data.id);}return;}remotePlayerEvent({...data,uid:data.id});};window.addEventListener('beforeunload',()=>localChannel?.postMessage({type:'leave',id:state.profile.playerId}));}"
onclick,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5137,39,"$('[data-session-close]',root).onclick=closeModal;"
addEventListener,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5141,12,"document.addEventListener('visibilitychange',()=>{usageLastTickAt=Date.now();},{passive:true});"
onclick,29-game-loop-controls-gamepad.js,showWorldLoadFailure,5152,35,"$('[data-retry-world]',root).onclick=async()=>{await persistBeforeOtthiReload();location.reload();};"
onclick,29-game-loop-controls-gamepad.js,showWorldLoadFailure,5153,41,"$('[data-close-world-error]',root).onclick=closeModal;"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5190,18,"els.joystick.addEventListener('pointerdown',e=>{e.preventDefault();input.joyId=e.pointerId;safePointerCapture(els.joystick,e.pointerId);updateJoy(e);});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5191,18,"els.joystick.addEventListener('pointermove',e=>{if(e.pointerId===input.joyId)updateJoy(e);});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5192,18,"els.joystick.addEventListener('pointerup',resetJoy);els.joystick.addEventListener('pointercancel',resetJoy);"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5192,70,"els.joystick.addEventListener('pointerup',resetJoy);els.joystick.addEventListener('pointercancel',resetJoy);"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5194,30,"const press=(el,fn)=>el?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();fn();},{passive:false});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5199,17,"els.runBtn?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();setAccelerate(true);safePointerCapture(els.runBtn,e.pointerId);},{passive:false});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5200,82,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.runBtn?.addEventListener(type,()=>setAccelerate(false)));"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5201,18,"els.jumpBtn?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();setBrake(true);safePointerCapture(els.jumpBtn,e.pointerId);},{passive:false});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5202,83,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.jumpBtn?.addEventListener(type,()=>setBrake(false)));"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5205,18,"els.miniNav?.addEventListener('click',openMap);press(els.specialBtn,firePower);press(els.crouchBtn,()=>toggleCrouch());press(els.miniBtn,()=>setScaleMode('mini'));press(els.normalBtn,()=>setScaleMode('normal'));press(els.giantBtn,()=>setScaleMode('giant'));press(els.spinBtn,spinPlayer);"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5206,97,"[els.quickBar,els.inventoryBtn,els.buildBtn,els.mapBtn,els.gameSettingsBtn].forEach(el=>el?.addEventListener('pointerdown',e=>e.stopPropagation()));"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5207,12,"window.addEventListener('keydown',e=>{input.keys.add(e.code);if(['Space','KeyE','KeyF','KeyC','Digit1','Digit2','Digit3','KeyR','KeyQ','ShiftLeft','ShiftRight'].includes(e.code))e.preventDefault();if(mobilityDriverActive()&&e.code==='ShiftLeft'){input.mobilityAccelerate=true;input.mobilityBrake=false;}if(mobilityDriverActive()&&e.code==='Space'){input.mobilityBrake=true;input.mobilityAccelerate=false;}updateRunUI();updateMobilityControlLabels();if(e.code==='Space'&&!mobilityDriverActive())requestJump();if(e.code==='KeyE')doAction();if(e.code==='KeyF')firePower();if(e.code==='KeyC')toggleCrouch();if(e.code==='Digit1')setScaleMode('mini');if(e.code==='Digit2')setScaleMode('normal');if(e.code==='Digit3')setScaleMode('giant');if(e.code==='KeyR')spinPlayer();if(e.code==='KeyQ'&&buildMode)rotateBuildPreview();if(e.code==='Escape'){e.preventDefault();if(!running)return;if(buildMode){endBuildMode('cancelled');return;}if(pauseMenuOpen)closeModal();else if(!els.modal.hidden)closeModal();else ope"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5207,1029,"window.addEventListener('keydown',e=>{input.keys.add(e.code);if(['Space','KeyE','KeyF','KeyC','Digit1','Digit2','Digit3','KeyR','KeyQ','ShiftLeft','ShiftRight'].includes(e.code))e.preventDefault();if(mobilityDriverActive()&&e.code==='ShiftLeft'){input.mobilityAccelerate=true;input.mobilityBrake=false;}if(mobilityDriverActive()&&e.code==='Space'){input.mobilityBrake=true;input.mobilityAccelerate=false;}updateRunUI();updateMobilityControlLabels();if(e.code==='Space'&&!mobilityDriverActive())requestJump();if(e.code==='KeyE')doAction();if(e.code==='KeyF')firePower();if(e.code==='KeyC')toggleCrouch();if(e.code==='Digit1')setScaleMode('mini');if(e.code==='Digit2')setScaleMode('normal');if(e.code==='Digit3')setScaleMode('giant');if(e.code==='KeyR')spinPlayer();if(e.code==='KeyQ'&&buildMode)rotateBuildPreview();if(e.code==='Escape'){e.preventDefault();if(!running)return;if(buildMode){endBuildMode('cancelled');return;}if(pauseMenuOpen)closeModal();else if(!els.modal.hidden)closeModal();else ope"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5208,15,"els.stage.addEventListener('pointerdown',e=>{if(e.target!==renderer?.domElement)return;input.cameraDrag={id:e.pointerId,x:e.clientX,y:e.clientY};safePointerCapture(els.stage,e.pointerId);});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5209,15,"els.stage.addEventListener('pointermove',e=>{const d=input.cameraDrag;if(!d||d.id!==e.pointerId)return;const dx=e.clientX-d.x,dy=e.clientY-d.y;cameraYaw-=dx*.006;cameraPitch=clamp(cameraPitch+dy*.0042,-.55,1.35);state.settings.cameraPitch=+cameraPitch.toFixed(3);d.x=e.clientX;d.y=e.clientY;});"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5210,95,"const endDrag=e=>{if(input.cameraDrag?.id===e.pointerId)input.cameraDrag=null;};els.stage.addEventListener('pointerup',endDrag);els.stage.addEventListener('pointercancel',endDrag);"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5210,143,"const endDrag=e=>{if(input.cameraDrag?.id===e.pointerId)input.cameraDrag=null;};els.stage.addEventListener('pointerup',endDrag);els.stage.addEventListener('pointercancel',endDrag);"
addEventListener,29-game-loop-controls-gamepad.js,setupControls,5211,15,"els.stage.addEventListener('wheel',e=>{if(!running||!els.modal.hidden)return;e.preventDefault();cameraZoom=clamp(cameraZoom+Math.sign(e.deltaY)*.9,-4.5,9);state.settings.cameraZoom=+cameraZoom.toFixed(2);},{passive:false});"
