occurrence,module,functionBoundaryOwner,line,column,snippet
872,28-multiplayer-social-online.js,openRemotePlayerActions,5031,1653,"openModal(name,`<p>Interaja com este jogador em tempo real. Ações conjuntas só começam depois que ele aceitar.</p><div class=""choice-grid remote-social-grid""><button class=""choice"" data-player-action=""wave""><b>👋 Acenar</b><span>Saudação imediata</span></button><button class=""choice"" data-player-action=""dance""><b>🕺 Dançar juntos</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""play""><b>🎈 Brincar</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""highfive""><b>🙌 Toca aqui</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""hug""><b>🤗 Abraçar</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""selfie""><b>📸 Selfie</b><span>Requer aceite</span></button>${cooperative}<button class=""choice"" data-player-action=""giftCoins""><b>🪙 Símbolo de moedas</b><span>Gesto simbólico, sem transferir saldo</span></button><button class=""choice"" data-player-action=""giftCrystal""><b>💎 Símbolo de c"
873,28-multiplayer-social-online.js,applyCloudWorldObjects,5052,43,"const fireKeys=new Set(fireItems.map(x=>x.id));for(const c of [...world.campfires])if(c.data.remote&&!fireKeys.has(c.data.id)){c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=world.campfires.filter(x=>x!==c);}fireItems.forEach(item=>spawnCampfire(item,true));"
874,28-multiplayer-social-online.js,applyCloudWorldObjects,5052,228,"const fireKeys=new Set(fireItems.map(x=>x.id));for(const c of [...world.campfires])if(c.data.remote&&!fireKeys.has(c.data.id)){c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=world.campfires.filter(x=>x!==c);}fireItems.forEach(item=>spawnCampfire(item,true));"
875,28-multiplayer-social-online.js,applyCloudWorldObjects,5052,260,"const fireKeys=new Set(fireItems.map(x=>x.id));for(const c of [...world.campfires])if(c.data.remote&&!fireKeys.has(c.data.id)){c.interactable.disabled=true;worldGroup.remove(c.group);world.campfires=world.campfires.filter(x=>x!==c);}fireItems.forEach(item=>spawnCampfire(item,true));"
876,28-multiplayer-social-online.js,applyCloudWorldObjects,5054,53,"const extensionKeys=new Set(extensionItems.map(x=>x.id));for(const e of [...world.houseExtensions])if(e.data.remote&&!extensionKeys.has(e.data.id)){worldGroup.remove(e.group);world.houseExtensions=world.houseExtensions.filter(x=>x!==e);const it=world.interactables.find(x=>x.id===`extension-${e.data.id}`);if(it)it.disabled=true;}extensionItems.forEach(item=>spawnHouseExtension(item,true));"
877,28-multiplayer-social-online.js,applyCloudWorldObjects,5054,232,"const extensionKeys=new Set(extensionItems.map(x=>x.id));for(const e of [...world.houseExtensions])if(e.data.remote&&!extensionKeys.has(e.data.id)){worldGroup.remove(e.group);world.houseExtensions=world.houseExtensions.filter(x=>x!==e);const it=world.interactables.find(x=>x.id===`extension-${e.data.id}`);if(it)it.disabled=true;}extensionItems.forEach(item=>spawnHouseExtension(item,true));"
878,28-multiplayer-social-online.js,applyCloudWorldObjects,5054,276,"const extensionKeys=new Set(extensionItems.map(x=>x.id));for(const e of [...world.houseExtensions])if(e.data.remote&&!extensionKeys.has(e.data.id)){worldGroup.remove(e.group);world.houseExtensions=world.houseExtensions.filter(x=>x!==e);const it=world.interactables.find(x=>x.id===`extension-${e.data.id}`);if(it)it.disabled=true;}extensionItems.forEach(item=>spawnHouseExtension(item,true));"
879,28-multiplayer-social-online.js,applyCloudWorldObjects,5054,362,"const extensionKeys=new Set(extensionItems.map(x=>x.id));for(const e of [...world.houseExtensions])if(e.data.remote&&!extensionKeys.has(e.data.id)){worldGroup.remove(e.group);world.houseExtensions=world.houseExtensions.filter(x=>x!==e);const it=world.interactables.find(x=>x.id===`extension-${e.data.id}`);if(it)it.disabled=true;}extensionItems.forEach(item=>spawnHouseExtension(item,true));"
880,28-multiplayer-social-online.js,remotePlayerEvent,5064,47,"window.addEventListener('otthos:mp-status',e=>{multiplayerState={...multiplayerState,...e.detail};state.multiplayer.cloudReady=!!multiplayerState.connected;if(e.detail?.uid)state.multiplayer.cloudUid=e.detail.uid;if(e.detail?.room)state.multiplayer.room=normalizeRoomId(e.detail.room);if(Array.isArray(e.detail?.players)){remotePresence.clear();e.detail.players.filter(p=>p.uid!==window.OTTHOS_RTDB?.uid&&!window.OTTHOS_RTDB?.isPlayerBlocked?.(p.uid)).forEach(p=>remotePresence.set(p.uid,{...p,name:remotePlayerName(p.name,p.uid)}));}updateMultiplayerBadge();refreshOpenSocialHub();});"
881,28-multiplayer-social-online.js,remotePlayerEvent,5064,373,"window.addEventListener('otthos:mp-status',e=>{multiplayerState={...multiplayerState,...e.detail};state.multiplayer.cloudReady=!!multiplayerState.connected;if(e.detail?.uid)state.multiplayer.cloudUid=e.detail.uid;if(e.detail?.room)state.multiplayer.room=normalizeRoomId(e.detail.room);if(Array.isArray(e.detail?.players)){remotePresence.clear();e.detail.players.filter(p=>p.uid!==window.OTTHOS_RTDB?.uid&&!window.OTTHOS_RTDB?.isPlayerBlocked?.(p.uid)).forEach(p=>remotePresence.set(p.uid,{...p,name:remotePlayerName(p.name,p.uid)}));}updateMultiplayerBadge();refreshOpenSocialHub();});"
882,28-multiplayer-social-online.js,remotePlayerEvent,5064,464,"window.addEventListener('otthos:mp-status',e=>{multiplayerState={...multiplayerState,...e.detail};state.multiplayer.cloudReady=!!multiplayerState.connected;if(e.detail?.uid)state.multiplayer.cloudUid=e.detail.uid;if(e.detail?.room)state.multiplayer.room=normalizeRoomId(e.detail.room);if(Array.isArray(e.detail?.players)){remotePresence.clear();e.detail.players.filter(p=>p.uid!==window.OTTHOS_RTDB?.uid&&!window.OTTHOS_RTDB?.isPlayerBlocked?.(p.uid)).forEach(p=>remotePresence.set(p.uid,{...p,name:remotePlayerName(p.name,p.uid)}));}updateMultiplayerBadge();refreshOpenSocialHub();});"
883,28-multiplayer-social-online.js,remotePlayerEvent,5065,54,"window.addEventListener('otthi:guardian-settings',e=>{state.guardian={...state.guardian,...(e.detail||{})};if(!guardianCommunicationAllowed())closeChallengePrompt();if(!guardianMultiplayerAllowed()){for(const ghost of world.ghosts.values())scene?.remove(ghost);world.ghosts.clear();remotePresence.clear();}saveState();updateOnlineAttention();updateMultiplayerBadge();refreshOpenSocialHub();});"
884,28-multiplayer-social-online.js,remotePlayerEvent,5066,47,"window.addEventListener('otthos:mp-player',e=>remotePlayerEvent(e.detail));"
885,28-multiplayer-social-online.js,remotePlayerEvent,5067,46,"window.addEventListener('otthos:mp-leave',e=>{const id=e.detail?.uid;remotePresence.delete(id);if(player.boat.passengerUid===id)player.boat.passengerUid='';if(player.car.passengerUid===id)player.car.passengerUid='';const ghost=world.ghosts.get(id);if(ghost){scene?.remove(ghost);world.ghosts.delete(id);}multiplayerState.count=Math.max(1,remotePresence.size+1);updateMultiplayerBadge();refreshOpenSocialHub();});"
886,28-multiplayer-social-online.js,remotePlayerEvent,5068,51,"window.addEventListener('otthos:cloud-profile',e=>mergeCloudProgress(e.detail?.progress));"
887,28-multiplayer-social-online.js,remotePlayerEvent,5069,53,"window.addEventListener('otthos:campfires-cloud',e=>{pendingCloudCampfires=e.detail||{};applyCloudWorldObjects();});"
888,28-multiplayer-social-online.js,remotePlayerEvent,5070,54,"window.addEventListener('otthos:extensions-cloud',e=>{pendingCloudExtensions=e.detail||{};applyCloudWorldObjects();});"
889,28-multiplayer-social-online.js,remotePlayerEvent,5071,44,"window.addEventListener('otthos:houses',e=>{cloudHouses.clear();for(const [id,data] of Object.entries(e.detail||{}))cloudHouses.set(id,data);reconcileCloudHouses();});"
890,28-multiplayer-social-online.js,remotePlayerEvent,5072,42,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.createdAt||0));while(cloudChat.length>60)cloudChat.shift();refreshOpenSocialHub();if(m.senderUid!==window.OTTHOS_RTDB?.uid)toast(`${m.name}: ${m.text}`,'good',2200);});"
891,28-multiplayer-social-online.js,remotePlayerEvent,5072,368,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.createdAt||0));while(cloudChat.length>60)cloudChat.shift();refreshOpenSocialHub();if(m.senderUid!==window.OTTHOS_RTDB?.uid)toast(`${m.name}: ${m.text}`,'good',2200);});"
892,28-multiplayer-social-online.js,remotePlayerEvent,5072,463,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.createdAt||0));while(cloudChat.length>60)cloudChat.shift();refreshOpenSocialHub();if(m.senderUid!==window.OTTHOS_RTDB?.uid)toast(`${m.name}: ${m.text}`,'good',2200);});"
893,28-multiplayer-social-online.js,remotePlayerEvent,5073,50,"window.addEventListener('otthos:chat-removed',e=>{const id=e.detail?.id,index=cloudChat.findIndex(m=>m.id===id);if(index>=0)cloudChat.splice(index,1);refreshOpenSocialHub();});"
894,28-multiplayer-social-online.js,remotePlayerEvent,5073,102,"window.addEventListener('otthos:chat-removed',e=>{const id=e.detail?.id,index=cloudChat.findIndex(m=>m.id===id);if(index>=0)cloudChat.splice(index,1);refreshOpenSocialHub();});"
895,28-multiplayer-social-online.js,remotePlayerEvent,5074,42,"window.addEventListener('otthos:gift',e=>{const gift=e.detail;if(!guardianCommunicationAllowed()||!gift)return;if(!((gift.type==='coins'&&Number(gift.amount)===10)||(gift.type==='crystal'&&Number(gift.amount)===1)))return;toast('🎁 Você recebeu um presente simbólico!','good',2600);});"
896,28-multiplayer-social-online.js,remotePlayerEvent,5075,49,"window.addEventListener('otthos:interaction',e=>{const it=e.detail;if(!guardianCommunicationAllowed()||!it)return;const sender='Outro jogador';"
897,28-multiplayer-social-online.js,remotePlayerEvent,5086,52,"window.addEventListener('otthos:social-request',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const r={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingSocialRequests.set(r.id,r);updateOnlineAttention();refreshOpenSocialHub();if(r.status==='pending'&&Number(r.expiresAt||0)>Date.now()){showIncomingSocialRequest(r);if(!shownSocialToasts.has(r.id)){shownSocialToasts.add(r.id);toast(`🤝 ${r.fromName} quer ${socialActionLabel(r.actionType)}.`,'good',3000);}}else if(promptSocialRequestId===r.id)closeChallengePrompt();});"
898,28-multiplayer-social-online.js,remotePlayerEvent,5087,60,"window.addEventListener('otthos:social-request-removed',e=>{incomingSocialRequests.delete(e.detail?.id);if(promptSocialRequestId===e.detail?.id)closeChallengePrompt();updateOnlineAttention();refreshOpenSocialHub();});"
899,28-multiplayer-social-online.js,remotePlayerEvent,5088,17,"setInterval(()=>window.OTTHOS_RTDB?.expireSocialRequests?.(),10000);"
900,28-multiplayer-social-online.js,remotePlayerEvent,5089,47,"window.addEventListener('otthos:challenge',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const c={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingChallenges.set(c.id,c);updateOnlineAttention();refreshOpenSocialHub();if(c.status==='pending'){showIncomingChallengePrompt(c);if(!shownChallengeToasts.has(c.id)){shownChallengeToasts.add(c.id);toast(`⚔️ ${c.fromName} enviou ${multiplayerGameLabel(c.type)}!`,'good',3400);}}});"
901,28-multiplayer-social-online.js,remotePlayerEvent,5090,55,"window.addEventListener('otthos:challenge-removed',e=>{incomingChallenges.delete(e.detail?.id);updateOnlineAttention();refreshOpenSocialHub();});"
902,28-multiplayer-social-online.js,remotePlayerEvent,5091,50,"window.addEventListener('otthos:game-session',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const s=sanitizeRemoteSession(incoming);gameSessions.set(s.id,s);updateOnlineAttention();refreshOpenSocialHub();if(s.status==='active'){const mine=s.players?.[window.OTTHOS_RTDB?.uid];if(!mine?.finished&&!activeMultiplayerGameId)showReadySessionPrompt(s);}if(s.status==='active'||s.status==='completed')maybeShowMultiplayerResult(s);});"
903,28-multiplayer-social-online.js,remotePlayerEvent,5092,58,"window.addEventListener('otthos:game-session-removed',e=>{gameSessions.delete(e.detail?.id);updateOnlineAttention();refreshOpenSocialHub();});"
904,28-multiplayer-social-online.js,remotePlayerEvent,5093,54,"window.addEventListener('otthos:rtdb-ready',async()=>{try{const guardian=await window.OTTHOS_RTDB?.getGuardianSettings?.();if(guardian&&typeof guardian==='object')state.guardian={...state.guardian,...(guardian.settings||guardian)};}catch{}if(!guardianMultiplayerAllowed()){window.OTTHOS_RTDB?.disconnect?.();return;}if(running||hasValidPlayerName()){const ok=await window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()});if(ok){window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);window.OTTHOS_RTDB?.syncHouseExtensions?.(state.houseExtensions);}}});"
905,28-multiplayer-social-online.js,initLocalMultiplayer,5096,130,"if(typeof BroadcastChannel==='function'){localChannel=new BroadcastChannel('otthos-life-world-v636');localChannel.onmessage=e=>{const data=e.data;if(!data||data.id===state.profile.playerId)return;if(data.type==='leave'){const ghost=world.ghosts.get(data.id);if(ghost){scene.remove(ghost);world.ghosts.delete(data.id);}return;}remotePlayerEvent({...data,uid:data.id});};window.addEventListener('beforeunload',()=>localChannel?.postMessage({type:'leave',id:state.profile.playerId}));}"
906,28-multiplayer-social-online.js,initLocalMultiplayer,5096,415,"if(typeof BroadcastChannel==='function'){localChannel=new BroadcastChannel('otthos-life-world-v636');localChannel.onmessage=e=>{const data=e.data;if(!data||data.id===state.profile.playerId)return;if(data.type==='leave'){const ghost=world.ghosts.get(data.id);if(ghost){scene.remove(ghost);world.ghosts.delete(data.id);}return;}remotePlayerEvent({...data,uid:data.id});};window.addEventListener('beforeunload',()=>localChannel?.postMessage({type:'leave',id:state.profile.playerId}));}"
907,28-multiplayer-social-online.js,initLocalMultiplayer,5097,161,"window.OTTHOS_MULTIPLAYER={version:8,playerId:state.profile.playerId,mode:window.OTTHOS_RTDB?.configured?'firebase-neighborhoods':'local-preview',connect:()=>guardianMultiplayerAllowed()?(window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()})||true):false,publish:payload=>{if(!guardianMultiplayerAllowed())return false;localChannel?.postMessage(payload);window.OTTHOS_RTDB?.publish?.(payload);return true;},adapter:window.OTTHOS_RTDB?.configured?'Firebase Realtime Database':'BroadcastChannel'};updateMultiplayerBadge();if(guardianMultiplayerAllowed()&&window.OTTHOS_RTDB?.configured&&hasValidPlayerName())window.OTTHOS_RTDB.connect({name:publicPlayerName()});"
908,28-multiplayer-social-online.js,initLocalMultiplayer,5097,278,"window.OTTHOS_MULTIPLAYER={version:8,playerId:state.profile.playerId,mode:window.OTTHOS_RTDB?.configured?'firebase-neighborhoods':'local-preview',connect:()=>guardianMultiplayerAllowed()?(window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()})||true):false,publish:payload=>{if(!guardianMultiplayerAllowed())return false;localChannel?.postMessage(payload);window.OTTHOS_RTDB?.publish?.(payload);return true;},adapter:window.OTTHOS_RTDB?.configured?'Firebase Realtime Database':'BroadcastChannel'};updateMultiplayerBadge();if(guardianMultiplayerAllowed()&&window.OTTHOS_RTDB?.configured&&hasValidPlayerName())window.OTTHOS_RTDB.connect({name:publicPlayerName()});"
909,28-multiplayer-social-online.js,multiplayerAvatarSignature,5107,130,function multiplayerAvatarSignature(value={}){const a=sanitizeMultiplayerAvatar(value);return MULTIPLAYER_AVATAR_FIELDS.map(key=>a[key]||'').join('|');}
910,28-multiplayer-social-online.js,avatarIdIncludes,5109,111,"function avatarIdIncludes(value,...tokens){const id=String(value||'').toLowerCase();return tokens.some(token=>id.includes(String(token).toLowerCase()));}"
911,28-multiplayer-social-online.js,disposeGhostAvatar,5112,132,function disposeGhostAvatar(root){if(!root)return;for(const child of [...root.children]){root.remove(child);child.traverse?.(node=>{if(node.userData?.remoteDisposable){node.geometry?.dispose?.();if(Array.isArray(node.material))node.material.forEach(item=>item?.dispose?.());else node.material?.dispose?.();}});}}
912,28-multiplayer-social-online.js,disposeGhostAvatar,5112,256,function disposeGhostAvatar(root){if(!root)return;for(const child of [...root.children]){root.remove(child);child.traverse?.(node=>{if(node.userData?.remoteDisposable){node.geometry?.dispose?.();if(Array.isArray(node.material))node.material.forEach(item=>item?.dispose?.());else node.material?.dispose?.();}});}}
913,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5136,328,"openModal('Tempo de jogo concluído','<div class=""parent-gate""><span>⏰</span><h3>Hora de fazer uma pausa</h3><p>O limite definido na Área dos responsáveis foi alcançado. Um responsável pode alterar esse tempo usando a senha da conta.</p><button class=""btn primary xl"" data-session-close>Voltar ao menu</button></div>',root=>{"
914,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5141,50,"document.addEventListener('visibilitychange',()=>{usageLastTickAt=Date.now();},{passive:true});"
915,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5142,21,const nextPaint=()=>new Promise(resolve=>requestAnimationFrame(()=>resolve()));
916,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5142,42,const nextPaint=()=>new Promise(resolve=>requestAnimationFrame(()=>resolve()));
917,29-game-loop-controls-gamepad.js,buildRemoteAvatarVisual,5142,68,const nextPaint=()=>new Promise(resolve=>requestAnimationFrame(()=>resolve()));
918,29-game-loop-controls-gamepad.js,showWorldLoadFailure,5151,399,"openModal('Não foi possível abrir o mundo',`<div class=""parent-gate""><span>🛠️</span><h3>O progresso não foi apagado</h3><p>${escapeHtml(error?.message||'Falha ao carregar o ambiente 3D. Verifique a conexão e tente novamente.')}</p><button class=""btn primary xl"" data-retry-world>Recarregar e tentar novamente</button><button class=""btn"" data-close-world-error>Ficar no menu</button></div>`,root=>{"
919,29-game-loop-controls-gamepad.js,showWorldLoadFailure,5152,51,"$('[data-retry-world]',root).onclick=async()=>{await persistBeforeOtthiReload();location.reload();};"
920,29-game-loop-controls-gamepad.js,setupControls,5189,22,"const resetJoy=()=>{input.joyId=null;input.joyX=0;input.joyZ=0;els.joystickKnob.style.transform='translate(-50%,-50%)';};"
921,29-game-loop-controls-gamepad.js,setupControls,5190,50,"els.joystick.addEventListener('pointerdown',e=>{e.preventDefault();input.joyId=e.pointerId;safePointerCapture(els.joystick,e.pointerId);updateJoy(e);});"
922,29-game-loop-controls-gamepad.js,setupControls,5191,50,"els.joystick.addEventListener('pointermove',e=>{if(e.pointerId===input.joyId)updateJoy(e);});"
923,29-game-loop-controls-gamepad.js,setupControls,5194,24,"const press=(el,fn)=>el?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();fn();},{passive:false});"
924,29-game-loop-controls-gamepad.js,setupControls,5194,62,"const press=(el,fn)=>el?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();fn();},{passive:false});"
925,29-game-loop-controls-gamepad.js,setupControls,5196,32,const setTouchSprint=active=>{input.touchSprint=!!active;updateRunUI();};
926,29-game-loop-controls-gamepad.js,setupControls,5197,31,const setAccelerate=active=>{if(mobilityDriverActive()){input.mobilityAccelerate=!!active;input.mobilityControlSource=active?'accelerator':'';if(active)input.mobilityBrake=false;updateMobilityControlLabels();}else setTouchSprint(active);};
927,29-game-loop-controls-gamepad.js,setupControls,5198,26,const setBrake=active=>{if(mobilityDriverActive()){input.mobilityBrake=!!active;input.mobilityControlSource=active?'brake':'';if(active)input.mobilityAccelerate=false;updateMobilityControlLabels();}else if(active)requestJump();};
928,29-game-loop-controls-gamepad.js,setupControls,5199,49,"els.runBtn?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();setAccelerate(true);safePointerCapture(els.runBtn,e.pointerId);},{passive:false});"
929,29-game-loop-controls-gamepad.js,setupControls,5200,68,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.runBtn?.addEventListener(type,()=>setAccelerate(false)));"
930,29-game-loop-controls-gamepad.js,setupControls,5200,106,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.runBtn?.addEventListener(type,()=>setAccelerate(false)));"
931,29-game-loop-controls-gamepad.js,setupControls,5201,50,"els.jumpBtn?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();setBrake(true);safePointerCapture(els.jumpBtn,e.pointerId);},{passive:false});"
932,29-game-loop-controls-gamepad.js,setupControls,5202,68,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.jumpBtn?.addEventListener(type,()=>setBrake(false)));"
933,29-game-loop-controls-gamepad.js,setupControls,5202,107,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.jumpBtn?.addEventListener(type,()=>setBrake(false)));"
934,29-game-loop-controls-gamepad.js,setupControls,5203,29,"const adjustCamera=delta=>{cameraZoom=clamp(cameraZoom+delta,-4.5,9);state.settings.cameraZoom=+cameraZoom.toFixed(2);saveState();};"
935,29-game-loop-controls-gamepad.js,setupControls,5204,31,"press(els.cameraNearBtn,()=>adjustCamera(-1.6));press(els.cameraFarBtn,()=>adjustCamera(1.6));press(els.cameraResetBtn,()=>{cameraZoom=0;cameraPitch=.28;cameraYaw=currentHouse?0:player.facing;state.settings.cameraZoom=0;state.settings.cameraPitch=.28;saveState();toast('Câmera centralizada.','good',900);});"
936,29-game-loop-controls-gamepad.js,setupControls,5204,78,"press(els.cameraNearBtn,()=>adjustCamera(-1.6));press(els.cameraFarBtn,()=>adjustCamera(1.6));press(els.cameraResetBtn,()=>{cameraZoom=0;cameraPitch=.28;cameraYaw=currentHouse?0:player.facing;state.settings.cameraZoom=0;state.settings.cameraPitch=.28;saveState();toast('Câmera centralizada.','good',900);});"
937,29-game-loop-controls-gamepad.js,setupControls,5204,126,"press(els.cameraNearBtn,()=>adjustCamera(-1.6));press(els.cameraFarBtn,()=>adjustCamera(1.6));press(els.cameraResetBtn,()=>{cameraZoom=0;cameraPitch=.28;cameraYaw=currentHouse?0:player.facing;state.settings.cameraZoom=0;state.settings.cameraPitch=.28;saveState();toast('Câmera centralizada.','good',900);});"
938,29-game-loop-controls-gamepad.js,setupControls,5205,106,"els.miniNav?.addEventListener('click',openMap);press(els.specialBtn,firePower);press(els.crouchBtn,()=>toggleCrouch());press(els.miniBtn,()=>setScaleMode('mini'));press(els.normalBtn,()=>setScaleMode('normal'));press(els.giantBtn,()=>setScaleMode('giant'));press(els.spinBtn,spinPlayer);"
939,29-game-loop-controls-gamepad.js,setupControls,5205,144,"els.miniNav?.addEventListener('click',openMap);press(els.specialBtn,firePower);press(els.crouchBtn,()=>toggleCrouch());press(els.miniBtn,()=>setScaleMode('mini'));press(els.normalBtn,()=>setScaleMode('normal'));press(els.giantBtn,()=>setScaleMode('giant'));press(els.spinBtn,spinPlayer);"
940,29-game-loop-controls-gamepad.js,setupControls,5205,190,"els.miniNav?.addEventListener('click',openMap);press(els.specialBtn,firePower);press(els.crouchBtn,()=>toggleCrouch());press(els.miniBtn,()=>setScaleMode('mini'));press(els.normalBtn,()=>setScaleMode('normal'));press(els.giantBtn,()=>setScaleMode('giant'));press(els.spinBtn,spinPlayer);"
941,29-game-loop-controls-gamepad.js,setupControls,5205,237,"els.miniNav?.addEventListener('click',openMap);press(els.specialBtn,firePower);press(els.crouchBtn,()=>toggleCrouch());press(els.miniBtn,()=>setScaleMode('mini'));press(els.normalBtn,()=>setScaleMode('normal'));press(els.giantBtn,()=>setScaleMode('giant'));press(els.spinBtn,spinPlayer);"
942,29-game-loop-controls-gamepad.js,setupControls,5206,91,"[els.quickBar,els.inventoryBtn,els.buildBtn,els.mapBtn,els.gameSettingsBtn].forEach(el=>el?.addEventListener('pointerdown',e=>e.stopPropagation()));"
943,29-game-loop-controls-gamepad.js,setupControls,5206,129,"[els.quickBar,els.inventoryBtn,els.buildBtn,els.mapBtn,els.gameSettingsBtn].forEach(el=>el?.addEventListener('pointerdown',e=>e.stopPropagation()));"
944,29-game-loop-controls-gamepad.js,setupControls,5207,40,"window.addEventListener('keydown',e=>{input.keys.add(e.code);if(['Space','KeyE','KeyF','KeyC','Digit1','Digit2','Digit3','KeyR','KeyQ','ShiftLeft','ShiftRight'].includes(e.code))e.preventDefault();if(mobilityDriverActive()&&e.code==='ShiftLeft'){input.mobilityAccelerate=true;input.mobilityBrake=false;}if(mobilityDriverActive()&&e.code==='Space'){input.mobilityBrake=true;input.mobilityAccelerate=false;}updateRunUI();updateMobilityControlLabels();if(e.code==='Space'&&!mobilityDriverActive())requestJump();if(e.code==='KeyE')doAction();if(e.code==='KeyF')firePower();if(e.code==='KeyC')toggleCrouch();if(e.code==='Digit1')setScaleMode('mini');if(e.code==='Digit2')setScaleMode('normal');if(e.code==='Digit3')setScaleMode('giant');if(e.code==='KeyR')spinPlayer();if(e.code==='KeyQ'&&buildMode)rotateBuildPreview();if(e.code==='Escape'){e.preventDefault();if(!running)return;if(buildMode){endBuildMode('cancelled');return;}if(pauseMenuOpen)closeModal();else if(!els.modal.hidden)closeModal();else ope"
945,29-game-loop-controls-gamepad.js,setupControls,5207,1055,"window.addEventListener('keydown',e=>{input.keys.add(e.code);if(['Space','KeyE','KeyF','KeyC','Digit1','Digit2','Digit3','KeyR','KeyQ','ShiftLeft','ShiftRight'].includes(e.code))e.preventDefault();if(mobilityDriverActive()&&e.code==='ShiftLeft'){input.mobilityAccelerate=true;input.mobilityBrake=false;}if(mobilityDriverActive()&&e.code==='Space'){input.mobilityBrake=true;input.mobilityAccelerate=false;}updateRunUI();updateMobilityControlLabels();if(e.code==='Space'&&!mobilityDriverActive())requestJump();if(e.code==='KeyE')doAction();if(e.code==='KeyF')firePower();if(e.code==='KeyC')toggleCrouch();if(e.code==='Digit1')setScaleMode('mini');if(e.code==='Digit2')setScaleMode('normal');if(e.code==='Digit3')setScaleMode('giant');if(e.code==='KeyR')spinPlayer();if(e.code==='KeyQ'&&buildMode)rotateBuildPreview();if(e.code==='Escape'){e.preventDefault();if(!running)return;if(buildMode){endBuildMode('cancelled');return;}if(pauseMenuOpen)closeModal();else if(!els.modal.hidden)closeModal();else ope"
946,29-game-loop-controls-gamepad.js,setupControls,5208,47,"els.stage.addEventListener('pointerdown',e=>{if(e.target!==renderer?.domElement)return;input.cameraDrag={id:e.pointerId,x:e.clientX,y:e.clientY};safePointerCapture(els.stage,e.pointerId);});"
